line	text
94	أنا هحل الموضوع ده، والكل هيبجي مرضي.
95	ربنا يرضا عنك يا حجه ثريا، طمنتي جلبي، ربنا يستر على ولاياك يارب.
100	إجعد يا زاهر، خلينا نتحدت بهدوء.
101	حاضر يا عمي.
102	مرت عمك عملت كيف ما جالت قبل إكده وراحت لدار الحج إبراهيم وجابلت حسني.
103	وبالتوكيد البت دى أكدت كدب مرت ابوها ما أهما سابكين الحكايه سوا.
105	إهدي يا زاهر، دلوك لحد ما ترد مرت عمك وتجول عن حديتها وياها.
106	بصراحه أنا شوفت حسني بس مجدعتش وياها بس سألت عنيها في المنطقه والحديت اللى سمعته يأكد كلام مرت أبوها، ودلوك مفيش حل تاني جدامك يا زاهر، البنت سمعتها شبه إدمرت ومرت ابوها كان ناجص تبوس يدي وأنت الوحيد اللى جادر ترد سمعتها جدام الناس.
107	جصدك أيه يا مرت عمي، إنت عاوزانى أتجوز من الكدابه الرغايه دي، ده شىء مستحيل يحصل.
108	جولت مفيش حل غير إكده، إنت سيق وجولت إن الست دى كدابه وأنها بتدعي عليك بالكذب، ولما سألت في المنطقه أكدوا حديتها وأنهم شافوا شاب معها في الدار واهلها مكنوش في الدار، يعنى مش كدابه.
109	ما أنا جولتلك إنه كان فخ يا مرت عمي أبوها بعتلى رساله عالموبايل ولما روحت للدار قابلت هبابه اللى إسمها حسني وكانت وحديها في الدار وعلى حديتنا جت مرت ابوها بالتوكيد كانت خطه منيهم سوا.
110	حتى لو كانت خطه او فخ منيهم فأنت خلاص وقعت فيه وحرام سمعة الصبيه، ومش بس سمعتها كمان سمعة خواتها.
111	وأنا مالى بسمعتها تغور في داهيه هي وخواتها.
113	بطل عصبيتك دى يا زاهر والقصه مش إنك بنته وخايفين على سمعتك، وبعدين فيها أيه لما تتجوز، ولا إنت رايد عروسه معينه.
114	مش حكاية رايد عروسه معينه يا عمي، بس ده إستغلال وموافجتي عالجواز منيها يبجي بحقق لهم كدبهم.
117	طيب تمام يا مرات عمي خليني عملت اللى كانت سيئه ومرات أبوها رسموه، آخرتها أيه، هتجوزها، طب ما ممكن بعد ما أتجوزها أسود عيشتها، ومش بعيد
120	بس إنت مش زي صالح يا زاهر.
122	رغم إنى متوكد إن البت دى شيطانه ومشاركه مع مرت أبوها في الفخ، بس أنا موافق أتجوزها يا عمي، بس عشان مجدرش أخالف لك أمر إنت ومرت عمي، لأنها غاليه عيندي كيف أمى الله يرحمها.
124	أنا خايف يا يسريه نكون بنعيد الماضي.
125	لاه متخافيش أنا بعد مقابلتي ل حسنى متوكده إنها الوحيده اللى تقدر تطلع الوهم اللى في راس زاهر، و يعرف إن عشجه ل مسك وهم متعلق بيه، كل ما بتزيد في رفضها له هو بيتوهم أكتر هو محتاج لواحده زي حسني تستفزه وطلع الوهم اللى جواه ومع الوقت هيتحول الإستفزاز ده لعشق، تعرف أنا في البدايه كنت زيك بفكر أبرئ حسني جدامه وأجوله انها أنكرت حديت مرت أبوها، بس كان وجتها هيرفض يتجوزها، وهيفضل عايش في ضلام مستني يطلع له نور، ومسك عمرها ما هتحس بيه لأنها زيه متعلقه بوهم مش بس صفيه اللى زرعته في عقلها، هي كمان عايشه الوهم بإرادتها، مش وهطلع منه غير بإرادتها وأعتقد ده شئ صعب وكمان حتى لو طلعت من الوهم اللى رسماها من صغرها في خيالها مش هتفكر في زاهر نهائى، هتفكر في شخص يشبه شخصية جاويد، وزاهر أبعد شخص عن الشخصيه دي، يبقى لازمن يفوق من الوهم اللى بضيع عمره عليه، زاهر كان الفتره اللى فاتت كاره جاويد بسبب تفضيل مسك عليه، بس لما عرف إن جاويد معندوش أى مشاعر ل مسك فاق من ناحيته، وده اللى هيحصل مع الوجت مع حسني، زاهر محتاج اللى تجذبه ناحيتها غصب عنيه.
127	أكيد مشي تانى، لكن فجأه رأت لمعة عينه يقف أسفل تلك الشجره توجهت نحوه مبتسمه، ظل واقف قليلا، الى أن إقتربت منه، كادت تنحني عليه لكن هو كاد يهبشها، لكن لم يصيبها بعد أن رجعت للخلف قائله: أنا عارفه إنك خايف مني، متخافش أقولك شكلك جعان إستني هروح أجيب لك أكل من جوه.
129	سلوان رايحه فين بطبق الأكل اللى في إيدك ده.
130	ده أكل كنت جيباه للقط، بس هو خاف وهرب.
131	وجايبه للقط أكل وهو جري منك أكيد قط أهبل.
132	لاء هو قط أعور، بعين واحده، أنا شوفته هو ليه عين تقريبا مفقوعه، يعنى أعور، ويمكن ده سبب خوفه مني وجري، وإختفى تاني.
133	تمام الجو هنا في الجنينه برد، خلينا ندخل.
134	هروح أحط الأكل ده تحت الشجره اللى كان واقف القط تحتها عشان لو رجع ياكله.
141	فعلا ميعاد نبطشيتي خلص، بس كان في حاله جت للمستشفى وإستدعت وجودي معاها لحد الحمد لله إنتظمت حالتها الصحيه، وكنت خلاص همشى بس كنت جايبه لحضرتك الملف الطبي ده، خاص بمريض كان بيتعالج هنا في الفتره اللى فاتت وخرج قبل ما أروح الأجازه، والنهارده دخل للمستشفى تاني وحالته إدهورت بشكل مفاجئ، انا كنت متابعه حالته من أول ما جه المره اللى فاتت كانت شبه مستقره وده كان تقريري وقتها بس النهارده لما جه للمستشفى حالته إدهورت جدا بشكل ملحوظ.
142	عادي بتحصل، أوقات المريض ممكن يحصل له إنتكاسه مفاجأه.
143	أنا عارفه بده، بس في شئ غريب لاحظته المريض ده كان بياخد أدويه غلط مش خاصه بعلاجه.
144	إزاي.
145	المريض ده كان عنده يروس في الكبد وكان بياخد علاج هو اللى خلى الميه تتحبس في جسمه وجابت له تضخم في الكليتين وتقريبا الكليتين فقدوا وظيفتهم بشكل مؤقت وده سبب تدهور حالته الطبيه وهو دلوقتي في أوضة العنايه المركزه.
146	تمام أنا هتابع بنفسى الحاله دي وهسال أهل المريض.
148	بصراحه كمان في أمر كنت محتاجه أخد رأيك فيه خاص بالدكتور ناصف.
149	الدكتور ناصف!
151	بصراحه الدكتور ناصف كلمني من كام يوم إنه هيفتح مستشفى خاص بتكاليف علاج رمزيه، وكان طلب مني إني أشتغل معاه في المستشفى دي.
152	بس إنت لسه دكتورة تكليف مش متمرسه، مش قصدى يعنى إنى أقلل من شأنك ك دكتوره، بس مدة التكليف معروف انها سنه وكمان ك خبره العمليه لسه في البدايه، وحسب ما قالى قبل كده إن عاوز يضم كفاءات في المستشفى، حتى طلب مني الإنضمام لهم، بس أنا رفضت.
153	وليه رفضت طالما المستشفى تعتبر خيريه زى ما الدكتور ناصف قالى.
154	أنا رفضت أساسا بسبب الدكتور ناصف، هقولك ليه
159	تمام، بشكرك بتوضيحك ليا خليت سهل عليا أخد القرار.
2	كمان قافله موبايلها هي وأبوها.
3	ومين دي بجي اللى قافله موبايلها هي وبوها، لا تكون ناويت تتجوز من ورايا.
4	لاه إطمن أنا مش بفكر أتجوز من وراك ولا من جدامك دلوك.
5	وليه مش بتفكر في الچواز دلوك، إنت عديت التسعه وعشرين سنه، ولا بيك عله وخايف تتجوز وتنكشف.
6	وأيه العله اللى هخاف منيها، كل الحكايه إني مش عاوز أتجوز أي ست وبعد كده أزهق منيها بسرعه وأفكر في غيرها، أو أعيش إمعاها غصبانيه، وأخونها مع الغوازي وبنات الليل، وأرچع ليها آخر الليل سكران وريحة الخيانه بتفوح مني، ومش بعيد أجتلها وأنا مش داريان، بس متوكد وجتها مش هلاجي اللى يوالس على چريمتي.
7	طعم الوكل ماسخ، كأن الخدامه كبرت وبجت تنسى تحط ملح.
8	لاه، حديتك أنا خابره طعم الوكل زين، ومحتاج كوباية شاي سكر زياده من يدك.
9	ربنا يجبر بخاطرك، ويرزجك ب بت الحلال اللى تحلى حياتك وتخليها سكر زياده.
12	يعني أبوي حالة تنفسه إتعدلت وبجي يقدر يتنفس من غير كمامة الأوكسچين.
13	لاء، لسه لازمه كمامة الأوكسچين وكمان حالته تستدعي إستمرار الحجز إهنه لبكره او يومين كمان على حسب عودة التنفس عنده طبيعي.
14	مش فاهمه جصدك يا دكتور مش بتجول إن التنفس عند أبوي إتعدل.
15	هو فعلا تنفسه إتعدل بس لسه آثر الدخان في الرئه ولو خرج دلوقتي ولو شيلنا كمامة الأوكسچين من عليه ممكن يحصله إنتكاسه، ويرجع يضيق نفسه، وكمان انا معرفش المريض ده إزاي تسمحوا له يشرب دخان، وهو عنده مرض في صدره.
16	بس أبوي بطل شرب سچاير وكمان مبجاش بيروح القهوه كيف الأول عشان يشرب أرجيله.
17	يعنى هكون بكدب عليك، الآشعه أهى بتوضح أن المريض إستنشق دخان بطريقه مباشره.
18	خير يا دكتور طمني على چوزي.
19	أنا عطيت للآنسه بالتفصيل حالة والداها تقدري تعرفي منها أنا عندي حالات تانيه لازم أباشرها عن أذنكم.
20	هو ماله الدكتور بيكلمنا بآنرحه إكده ليه هو السؤال حرم ولا إكمننا في چايين له في مستشفى حكومي لو عينديه في العياده كان كلمنا زين.
21	الدكتور مش بيتحدت بآنزحه، بيتحدت عادي، الا جولي ثريا يا مرت أبوي هو أبوي إمبارح نزل للقهوه وشرب معسل.
22	وأنا هعرف منين أنا مش كنت چيت ليك بالغدا للعمال اللى في المخزن، يمكن إنتهز فرصة عدم وجودي بالدار وخرج، وجعد عالقهوه وإتغوي وشرب حجر معسل.
23	معرفاش أبوي، ليه غاوي يأذي نفسيه بالهباب المعسل ده، وزين إنك فكرتيني، بالعمال اللى كانوا بيشتغلوا في المخزن أنا نسيتهم بسبب حالة بوي، هتصل على الريس بتاعهم أجوله يرچع يكمل شغله في المخزن، عشان الراچل اللى مأجر المخزن شكله مستجعل عليه، بس موبايلي فاصل شحن، أنا هنا من قبل الفجر ومشحنش هاتي موبايلك يا مرت أبوي اما أتصل منيه.
26	تمام، أنا شويه وهرچع للدار واشحن موبايلى وأبجي أتصل على ريس العمال.
27	وهي يعني الدنيا طارت.
28	لله الدنيا مطارتش بس هو مستعچل، وحقه طالما دفع الإيجار.
29	الچدع ده باين عليه إنه إكده عصبي.
30	عصبي ولا هادي متفرجش إمعاي كل اللى يهمنى إنه يدفع الإيجار في مواعيده وغير إكده
33	أنا هروح الدار دلوك وبكره من بدري هكون إهنه.
34	هتروحي الدار أمال مين اللى هيبات مع أبوك.
35	إنت يا مرت أبوي، أنا إهنه معاه من ليلة إمبارح ومنمتش.
36	ما إنت عارفه خواتك في المدرسه ويادوب رچعوا من المدرسه على دروسهم، وأنا كنت مشغوله بيهم، ودلوك كمان لازمن أرچع للدار عشانهم، إنت مش هتقدري على خدمتهم وتلبية طلباتهم، وكمان رغم أن بكره الچمعه بس حداهم دروس بدري، ولازمن أصحيهم قبل الميعاد على ما يقول من النوم، وإنت إهنه هرتاحي وتنامي على أي سرير فاضى بالاوضه وحظك الأوضه فيها كم سرير خالي، والدكتور جال أن صحة بوك اتحسنت يعنى بس هتيجي مرافجه له ونس.
37	تمام يا مرت ابوي انا هبات الليله مرافجه لابوي بالمستشفى، بس بكره تچي بدري.
38	يا دوب بس خواتك يروحوا دروسهم من بدري وهكون إهنه.
40	في أيه مالك.
41	يستغرب على حال الدنيا، وصعبان عليا قلب بت مسك اللى إتكسر بسبب جاويد، اللى معرفش عاچبه أيه في سلوان، وبيچري وراها وهي ولا على بالها، وآخر المتمه كمان إتسحبت كيف الحراميه آخر الليل، ومعرفش راحت فين.
42	راحت ل هاشم الفندق أبوها وهتبعد عنيه وعاوزه تشبع منيه، بس هو إتصل على وحالي إنه چايبها وچاي لإهنه، عشان بكره فرحها وهتطلع من داري عروس لدار چوزها.
43	أوعاك يا ولدي تكون فاكر إنى مش حزين على مسك وقلبها اللى إتكسر، مسك عيندي غاليه بس كل شئ نصيب ومكتوب، هي كانت جدام جاويد من سنين، وانا نفسي إستغربت لما هو طلب مني يد سلوان وظنيت وجتها إنى سمعت حديته غلط وأكدت عليه وجالي أنه عمره ما شاف مسك غير زي أخته، ربنا هو اللى بيوفج الجلوب يا ولدي، ومسك لساها صبيه وألف مين يتمناها، وربنا أكيد رايد ليها الأفضل من جاويد، اللى يبادلها مشاعرها.
50	سلوان بخير يا عمي هي بس أغمي عليها بقصد.
51	مش فاهم يعني أيه مغمي عليها بقصد.
53	أنا عارف إن سلوان عنيده ومش عارف رد فعلها هيكون أيه لما تعرف إنك جاويد الأشرف، مكنش لازم أطاوعك، كان لازم تعترف ليها إنك مش جلال قبل كتب الكتاب.
54	حضرتك قولتها سلوان عنيده ولو كنت أعترفت ليها قبل كتب الكتاب كانت هتعند وثقتها فيا هتقل بل يمكن تنعدم.
55	ودلوقتي لما تعرف، ثقتها فيك هتزيد ومش هتعند معاك.
56	متأكد هتعند وثقتها فيا هتقل، بس بسهوله هقدر أسيطر على عنادها وهي مراتي وكمان هقدر أرجع ثقتها فيا تاني، كن متأكد وإطمن على سلوان معايا يا عمي.
57	للآسف أنا شاركت معاك في خداع سلوان وقسيت عليها جامد ومبقاش قدامي غير إن أثق فيك، بس عاوزك تحطها في عينيك يا جاويد لأن سلوان أغلى شئ في حياتي وكن متأكد إنها لو في لحظه لمحت لى إنها مش مرتاحه معاك...
58	مالوش لازمه الكلام ده يا عمي، حضرتك شوفت بنفسك ثقتها فيا، لو مكنتش واثق إني أقدر أحتوي سلوان وإني ليا مصداقيه عندها بغض النظر عن إنها متعرفش إنى جاويد الأشرف، بس مع الوقت هي هتتأكد إن جلال وجاويد نفس الشخصيه اللى وثقت فيها من الأول، مفيش فرق غير الأسم فقط.
59	تمام أنا بقول بلاش تفوقها وسيبها نايمه وأنا هتصل عالحج مؤنس أقوله إنك راجع ب سلوان.
63	حظك إن عندي ديسك في ضهري وإلا كنت شيلت أنا سلوان دخلتها لجوه بس هي شرعا وقانونا دلوقتي مراتك وإنت الأحق بها.
67	وحق رجدتك ( رقدتك)دى في السرير كيف اللى في غيبوبه، لم أسيب اللى إتسببوا في رجدتك دى ينتهوا دجيجه واحده ببعض,.
70	كانك چنيتي وبجي جلبك رهيف يا صفيه.
71	غوايش.
72	أه، غوايش مش كان بينا ميعاد من ليلة إمبارح، وأها أنا چيتلك، وأنا عمري ما عملتها وروحت لحدا بيت حد بس عشان تعرفي إنك غاليه عيندي، اللى إتحدت فيه وياك فيه أها، في الجزازه ( الإزازه) دى , كل المطلوب منك ترشيه على عتبة الأوضه اللى هيتجوز فيها چاويد وبت مسك، وبعدها جاويد هيشوفها مسخ ويخاف يقرب منيها.
73	مالك، يدك بترعش ليه، هي دي أول مره إياك.
74	لله بس دى أول مره تجي، لإهنه وخايفه حد يشوفك.
75	لله متخافيش من دي، وبعدين فين قتر بت مسك اللى طلبته مينكي.
76	أها الطرحه دي بتاعتنا وكانت لبستها ومتغسلتش، يعني فيها عرقها، كيف ما طلبتي.
77	زين، يبجي كيف ما طولت لك رشى اللى في الجنازه دي قدام باب التوبه اللى هيتجوز فيها جاويد وأتوكدي أن محدش هيخطي قبل العروسه للأوضه، ومتخافيش حتى لو حد تاني خطي مش هيأثر فيه، العمل متعزم عليه بإسم جاويد وسلوان كيف ما جولتلى إسمها، ويومين وتعاليلى أكون حضرت ليك المطلوب اللى هيخلي عقل بت مسك بشت منيها وتطلب الطلاق، أو تهچ من إهنه من غير راجعه.
78	تغور بلا رجعه.
79	هتغور، بس نفذى اللى حولت عليه، لازمن أمشي دلوك، بس حاذري حد يشوفك وإنت بترشي الجزازه، دار صلاح بكره هيبجي فيها فرح، والداخل أكتر من الخارج.
80	لله متخافيش أنا خابره الدار زين.
81	كنت فين دلوك يا صفيه.
82	كنت نائمه چار مسك ومنظرها وجع قلبي وحسيت إنى هتخنق، سيبتها وطلعت أتمشى هبابه أتنفس هوا في الچنينه، بس إنت أيه اللى صحتك دلوك، لساه وجت على الفچر الآولاني ما يأذن؟
83	كنت يطمن على سلوان، هاشم سابها أمانه عيندينا في الدار.
84	وإنت سيد من يحفظ الأمانه عالعموم هانت كلها ساعات وتسلم أمانتك تاني ل هاشم وهو حر فيها, أنا حاسه إنى راسي بتوچعني هطلع أمدد چسمي چار مسك.
90	صباح الخير يا دكتوره، معليشي هعطلك خمس دقائق بس هسألك على حالة مريض هنا في المستشفى، قالولى إنك إنت اللى كنت متابعه حالته، عشان أعرف أكتب تفاصيل حالة الوفاه.
91	غريبه حالة المريض ده كانت مستقره وكنت متوقعه يخرج من المستشفى النهارده أو بكره بالكتير.
92	يمكن كانت سكرة الموت، وعادي بتحصل كتير يبقي المريض خلاص حالته إتحسنت وفجأه تحصل إنتكاسه ويتوفي.
93	فعلا ده بيحصل مش بس للشخص المريض، عالعموم أنا هكتب تقرير بحالة المتوفي وأبعته لمكتب حضرتك.
94	في أمر تاني يا دكتوره كانت عاوز أعرضه عليك وبصراحه متردد، مش عارف ردك هيبقى أيه.
95	لاء، بلاش تتردد وإتفضل قول الآمر التانى.
96	بصي يا دكتوره، أنا ومجموعه من الدكاتره أنشأنا مستشفى خاصه، وهدفنا مساعدة المرضى بسعر رمزي، إيمانا منا برسالة الطب الاولى وهي مساعدة المحتاجين، وكمان المستشفى فيها جزء إقتصادي للمرضى اللى قادرين على تكاليف العلاج، وأنا كنت إتكلمت مع الدكتور جواد الأشرف وشرحت له وطلبت منه إنه ينضم لينا بالفريق الطبي للمستشفى، وبصراحه هو أبدي موافقه مبدأيه، وأنا بعد ما شوفت نشاطك هنا في المستشفى وتعاملك المتفاني مع المرضى على إنهم بشر ويستحقوا الرعايه إتخذن القرار وإتجرأت إنى أطلب منك تنضمي لفريق المستشفى اللى انشأنها.
97	دى مستشفى تعتبر خيري، لمساعدة المرضى المحتاجين، واللى مش لاقين مكان لعلاجهم في مستشفيات الحكومه.
98	أنا بصراحه عجبتني جدا فكرتهم بمساعدة المرضى المحتاجين، بس أنا يادوب لسه متخرجه، وهنا في التكليف، يعني لسه ببدأ طريق الطب، غير إنى هنا لوقت محدد وبعد ما تنتهي مدة تكليفي، هرجع لبلدي تاني.
99	الطب مفيهوش مبتدأ ومتمرس، الطب فيه اللى يعرف يشخص المرض ويساعد المريض مظبوط، وده أنا لاحظته في إهتمامك وتعاملك مع المرضى، وإنت قولتيها مدة التكليف وإنت يادوب لسه في أول المده، ليه متستغليش المده دي وتكوني إيد تساعد المرضى المحتاجين، غير كمان ممكن تكتسبي خبره كويسه في الطب.
100	خير يا دكاتره واقفين كده ليه في ممر المستشفى.
101	أبدا يا دكتور أنا كنت بسأل الدكتوره على تفاصيل حالة مريض توفى وهي اللى كانت المسؤله عن حالته، وطلبت منها تكتب تقرير مفصل عن حالته.
102	وبعدين مبروك يا دكتور أيه مش تفتكر إننا هنا زملاء والمفروض تدعينا في الفرح.
103	بسرعه كده الخبر إنتشر في المستشفى، عالعموم إنت مش محتاج لدعوه.
104	فعلا، وفضيت نفسي المسا عشان حضور فرح
106	بلاش مبالغه الفرح هيبقى عادي وبسيط.
107	وماله بس برضوا فرح أخوك يبقى فرح اخونا كلنا ولازم نكون أول الخاضرين، هستأذن أنا منكم عندي مرور.
108	هستني منك التقرير يا دكتوره وياريت ميتأخرش، عشان أنا كمان أكتب تقريري ويترفع التقريرين لادارة المستشفى.
110	بصراحه كنت بدور عليك في المستشفى عشان أدعيكي، الليله فرح أخويا التاني، ويشرفني حضورك للفرح وبالمناسبه كمان عم بليغ أكد عليا وأنا جاي لهنا أنى أأكد عليك إنك تحضري الفرح، بالنيابه عنه لأنه مشغول مع العمال بسبب فرح جاويد، اللى حصل بسرعه دربكه في الشغل معاهم.
111	تعرف إني كان نفسي أحضر فرح صعيدي وأشوف طقوسهم اللى بنشوفها في الافلام والمسلسلات الصعيديه.
112	المسلسلات والافلام بتجيب صوره مش مظبوطه عن الصعايده، حتى في مبالغات في الأفراح، الأفراح هنا بسيطه جدا، وعالعموم قدامك فرصه دعوه تحضري فرح صعيدي.
113	طالما عم بليغ طلب منك إنك تبلغني إنى أحضر الفرح، فأنا موافقه، فرصه أقابل عم بليغ بقالي كم يوم مشفتوش، وكنت لسه هسأل عليه، بس دلوقتي خلاص عرفت سبب غيابه عني.
114	تمام الساعه سبعه ونص هتكون ورديتك خلصت في المستشفى، هستناك في مكتبي عشان نروح للفرح.
115	تمام، عن إذنك هروح أشوف بعض حالات المرضى.
116	مش عارف أيه سر عم بليغ معاك.
117	أنا ليه إتوترت لما ناصف بارك ل جواد، ليه حسيت بنغزه في قلبي.
123	وحشتيني يا مسك، روحك كانت هنا دايما، كآنك مفارقتيش المكان، حتى من قبل ما ترحلى من الدنيا، عارف إني قصرت في حقك ومجتش لهنا عشان أزورك، كنت خايف على سلوان، بس إنت ساكنه قلبي، ومفيش حد خد من مكانتك في قلبي غير سلوان.
127	بعدي إكده يا يسريه خليني أشوف عروسة جاويد الأموره، أنا من أول ما شوفتها ودعيت ربنا تكون من نصيبه حتى إسأليها.
128	بمين بالله إن البنات اللى كانوا بيزينوك ما ضافوا على جمالك شئ، إنت جميله من غير أحمر وأخضر، أوعي تكوني نسيتني بسرعه إكده، أزعل منيك، أنا محاسن، أو خالتك محاسن، أنا أبجي خالة جاويد أخت أمه، دي، يسريه أختي الكبيره والعاقله.
129	يسريه أختي تبان قويه إكده، بس هي قلبها أبيض تكسبيها بكلمة حاضر، وأنا أها موجوده إن زعلتك بس جوليلي وانا اللى هتوجف ليها.
130	ألف مبروك يا بنت.
131	ربنا يحفظك.
139	ألف مبروك يا بنت أنا عمك صلاح والد جاويد.
143	. خليني أساعدك تركبي الكارته.
146	ألف مبروك يا زينة الصبايا، لاه خلاص كلها هبابه ويدخل جاويد، وبعدها ومتبجيش صبيه هتبجي ست الهوانم.
147	خلينا ننزل للستات يا محاسن.
148	ألف مبروك ربنا يجمع بينكم بخير.
149	أكيد واحد من البابين حمام، طب والباب التانى ده أيه، بفضول منها جمعت ذيل فستانها ونهضت نحو أحد البابان وفتحته ونظرت بداخله تعجبت كثيرا فتبدوا مثل غرفة صالون، ولها باب آخر بالتأكيد يفتح على الخارج، أغلقت الباب وتوجهت نحو الفراش وجلست عليه تشعر بغصات في قلبها وخذلان من أقرب الناس لها والدها، كذالك تذكرت خذلانها من جلال، وتفاجؤها حين إستيقظت صباح ووجدت نفسها بمنزل مؤنس القدوسي، وحين سألت من الذي اعادها الى منزله جاوبها أنه شخص قال له، إنك متعبه وطلبتي منه إيصالك الى منزله، جلال من وثقت به ها هي تجني الخذلان منه هو الآخر، قدمها ل جاويد الأشرف الغامض.
150	الجناح ده إتجهز قبل واحد وتلاتين سنه لإستجبال عروسه، في الليله دى العرس ما تمش، بس أنا إتولدت فجر الليله دي.
151	يعني الليله عيد ميلادك، أعتقد بعد السنه دى مش هتفتكر عيد ميلادك لأنه هيبقى أسوء ذكري بعد كده.
152	نورتي مطرحك يا عروسه.
155	في ست تجول لچوزها حضرتك برضك.
156	وعاوزني أجول لك أيه.
157	تجوليلى، يا جاويد.
158	ج ل ا ل، مستحيل.
159	أنا مش جلال، أنا جاويد الأشرف.
3	النهارده عيد، زيارتك لينا بتبقى أحلى من يوم العيد.
5	أنا سمعت نحنحة عم الحج مؤنس.
6	روح قلب عمك مؤنس.
7	قلبي كان حاسس إنك هتنورني النهارده، حتى إسأل زاهيه، لسه من شويه كنت بقول ليها عم الحج هيشرفنا.
8	عارف مآثر في حقك يا بت، بس أنا بقيت راجل كبير و...
9	إنت عارف مقام حضرتك عالى عندي، ربنا يخليك ويطول بعمرك، وأسمع إنك بخير دايما، وبعدين هنفضل واقفين كده خلينا نقعد على ما زاهيه تحضر الغدا، وتحكيلى بقى عرفت إن سلوان رجعت وكمان حامل، أكيد إنت فرحان ربنا يديك طولة العمر وتشوف أحفاد سلوان وأمجد ومسك.
12	مالك يا ماما شكلك مضايقه، خير.
13	وهو في أيه ميضايقش، والله بقت عيشه تقرف.
14	في أيه يا ماما مالك مضيقه ليه؟
15	بتسأليني مضايقه ليه، كآنك مش عايشه معايا في نفس الدار.
16	أنا شوفت جدي خرج من الدار من شويه يعنى مش هنا يبقى أيه اللى مضايقك.
17	أهو غار من الدار يارب ما يرجع غير خبره الراجل ده عمره ما حبني ولا أنا كمان، وبعدين أيه البرود اللى بجي عيندك في الفتره الاخيره ده.
18	ده مش برود، ده الهدوء الذي يسبق العاصفه.
19	أى عاصفه، وأهو مر أكتر من شهر ونص ولحد دلوك معرفناش هنعمل أيه ونجيب إزاى الطلب اللى طلبته غوايش.
20	مين اللى وصلك إنى مش عارفه هجيب طلب غوايش ده منين.
21	وهتجيب الدم ده منين، أوعاك تجولى هتعطيها من دمك.
22	طبعا لاء، بس أنا عندي اللى هاخد منها الدم.
23	ومين دى بجي.
24	حفصه.
25	حفصه مين؟
26	حفصه بنت خالي صلاح.
27	بتقولى مين، حفصه خطيبة أخوك.
28	عادي، إحنا اللى هاخد منها شوية دم مش هيموتوها يعنى.
29	حفصه دي مش صاحبتك الوحيده.
30	أنا صاحبتي هي مصلحتي، وإن أوصل ل جاويد ويبقى من نصيب، وبعدين يعني حفصه هي اللى صانت الصحوبيه، مش شيفاها في الفتره الأخيرة، قلبها رق ل سلوان لاء ومبسوطه إنها هتبقى عمه لعيال جاويد، دى بقت ترد عليا بالعافيه، معرفش زى ما تكون هي كمان سلوان سحرتلها.
31	أنا بستغرب فعلا، طب هقول يسريه مبسوطه إنها هتبقى جده ويمكن في أملها إن سلوان تجيب واد.
33	الا يا ماما جلال مات وأنا كنت صغيره موعاش على موته كان أيه سبب موته وهو صغير، هو كان مريض.
34	لاه، مات غريق لقوه غرقان في النيل اللى جنب أرض الجميزه.
35	أرض الجميزه.
36	مالها أرض الجميزه.
37	مفيش، بس مش أرض الجميزه دي قريبه من المقابر بتاع البلد.
38	أيوه، تقريبا جنب بعض، مفيش فاصل بينهم غير المدرسه وبعدين قصدك أيه؟
39	يعنى أرض الجميزه دى ممكن تكون مسكونه هي كمان زي المدرسه.
40	أنا مش فاهمه إنت عاوزه توصلى لأيه بشآن أرض الجميزه.
41	هفهمك يا ماما بس مش دلوك، سيبني بس أفكر عشان الموضوع يظبط المره دى، ومتأكده جاويد في النهايه هيبقى من نصيب.
45	مين اللى قالك انه على نياته هو كمان عامل لينا فيها مجدي يعقوب وناقص يطلع له جناحين يا بنت، أكيد هو عارف ماضيها بس مراية الحب عاميه، إنت مشوفتيش يوم ما العامله الغلبانه اللى ظلمها وقطع عيشها اتكلمت عليها وقف زى الأسد يدافع عنها وهي رسمت الدور كويس وأغمي عليها، لاء والراجل اللى كان دايما يجي ليها شوفتى معرفش إزاى أقنعته يتجوز مامتها وجابهم هنا جنبها، أحنا كنا بنقول مدة التكليف سنه وهتمشى من الاقصر، بس كده خلاص ضمنت تبقى هنا، وضهرها مسنود مش بس ب الدكتور جواد مدير المستشفى لاء كمان بإسم عيلته اللى له شنه ورنه ومكانه كبيره مش بس في الأقصر، لاء وإحنا اللى بندوخ بين المستشفيات والعيادات ولا كآننا دكاتره ودرسنا طب زيها.
46	أيه كان نفسك في الدكتور جاويد ولا أيه.
47	بطلى تفاهه، أنا بس بفضفض، أنا قايمه أكمل نبطشيتي ومتأكده إن الدكتور جواد لما يرجع هيرجع المستشفى تانى تشتغل، بلاش ناخد عالانتخه بتاع الفتره اللى فاتت، الدكتور ناصف مجرد مدير بالإنابه، يعنى جواد يرجع ناصف يخلع ومش بعيد يوصل له الكلام الداير عالدكتوره إيلاف وقتها بقى مش بعيد يفصل أى حد بيجيب بسيرة الحبيبه الغاليه.
48	وحشتيني.
49	مش بتردي ليه.
50	هرد أقول أيه.
51	والله في المواقف اللى زى دي بيبقى الرد
53	أخبارك أيه.
54	طب كنت قولي هترجع أمتى يا حبيبى.
56	عالعموم هقولك أخباري هلكان تقريبا مش بنام أكتر من أربع خمس ساعات في اليوم، بسبب حضورى لمناقشات الابحاث الطبيه غير كمان بستغل الوقت هنا وبدخل في عمليات خطيره، أهو باخد خبره.
